Company Name,ISO Country Code,Country,City,Address,NACE Rev. 2 Code principal,"NACE Principal Rev. 2, description",Sector,Main activity,Description in Original language,Description in English,Website,Operating result [=EBIT] mEUR 2021,Operating result [=EBIT] mEUR 2020,Operating result [=EBIT] mEUR 2019,Turnover mEUR 2021,Turnover mEUR 2020,Turnover mEUR 2019,Availability of financial data,2 years of consecutive losses,Average loss over 3 years,Additional Websites,Meta Title,Meta Description,Meta Keywords,Additional Meta Title,Additional Meta Description,Additional Meta Keywords,Translated Meta Title,Translated Meta Description,Translated Additional Meta Title,Translated Additional Meta Description
SMART TRADING LTDOOD EOOD,BG,Bulgarie,SOFIA,"BUL. VITOSHA 38, MAGAZIN ROYAL HOUSE",4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,"???????? ? ???????? ?????????, ??????????????, ?????? ? ??.","Trade in watches, jewellery and miscellaneous other present articles",,0,0,0,6,5,8,YES,NO,NO,,,,,,,,,,,
DANI GROUP SRL,IT,Italie,FONTANIVA,VIA DEL LAVORO 23,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,,www.danishoppingonline.com,0,0,0,6,4,7,YES,NO,NO,,ANNA DANI - Shop,,,,,,Anna Dani - Shop,,,
NITTA GIOIELLI S.R.L.,IT,Italie,UDINE,VIA RIALTO 19,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the operation of department stores,Retail,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,Engaged in the operation of department stores [source: Bureau van Dijk],nittagioielli.com,0,0,0,6,4,5,YES,NO,NO,www.nittagioielli.com,Gioelleria Nitta – Nitta,,,Gioelleria Nitta – Nitta,,,Gioelleria Nitta – Nitta,,Gioelleria Nitta – Nitta,
CHRISTIAN LOUBOUTIN ESPANA SA,ES,Espagne,MADRID,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,Explotación y gestión de boutique oficial de Cristian Louboutin.,,eu.christianlouboutin.com/es_en,0,0,0,5,5,7,YES,YES,,,Christian Louboutin Spain - Official Website | Luxury shoes and leather goods,"Discover iconic pieces and latest collections designed by Christian Louboutin on our official online boutique : women shoes, men shoes, bags, beauty.
Online exclusives. Free delivery and return. Expert advice.",,,,,Christian Louboutin Spain - Official Website | Luxury shoes and leather goods,"Discover iconic pieces and latest collections designed by Christian Louboutin on our official online boutique : women shoes, men shoes, bags, beauty.
Online exclusives. Free delivery and return. Expert advice.",,
VIA PARADISO,ME,Monténégro,PODGORICA,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,Retail sale of clothing in specialised stores,www.viaparadiso.me,0,0,1,6,6,8,YES,NO,NO,,Home,Istražite omiljene brendove na popustu i do -50% Izaberite omiljene modne komade iz kolekcije jesen/zima.,,,,,Home,Explore your favorite brands at a discount and -50% choose your favorite fashion pieces from the fall/winter collection.,,
UAB TOMAS GOLD,LT,Lituanie,KLAIPEDOS M.,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,,,www.tomasgold.lt,1,1,0,6,5,5,YES,NO,NO,,Tomas Gold - aukso ir sidabro juvelyrika,"Juvelyriniai aukso ir sidabro gaminiai. Žiedai, grandinėlės, apyrankės, auskarai, pakabukai iš aukso. Auksinių ir sidabrinių papuošalų kolekcijos","Auksas, sidabras, cirkonis, briliantai, žiedai, auskarai, segė, larimaras, kvarcas, opalas, ametistas, granatas, zultanitas, topazas, korundas, tanzanitas, aleksandritas, citrinas, rinkės,",,,,Tom Gold - gold and silver jewelry,"Jewelry gold and silver products. Rings, chains, bracelets, earrings, gold pendants. Collections of gold and silver jewelry",,
LIFESTYLE S.R.L.,IT,Italie,ROMA,VIA MONTE NIBBIO 25/G-H,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,,www.lifestyle-bugatti.com,0,0,0,6,4,5,YES,NO,NO,,,,,,,,,,,
F.G. FECAROTTA GIOIELLI S.R.L.,IT,Italie,PALERMO,VIA RUGGIERO SETTIMO 68,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail trade of colored gemstones and studded jewelry,Retail,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,Engaged in the retail trade of colored gemstones and studded jewelry [source: Bureau van Dijk],www.fecarotta.com,1,0,0,6,5,5,YES,NO,NO,www.fecarotta.it,Gioielleria online di lusso - Fecarotta Gioielli,"Fecarotta Gioielli è rivenditore ufficiale di rinomati brand come BVLGARI, Gucci e tanti altri. Iscriviti e ricevi coupon di benvenuto con codice sconto!",,Gioielleria online di lusso - Fecarotta Gioielli,"Fecarotta Gioielli è rivenditore ufficiale di rinomati brand come BVLGARI, Gucci e tanti altri. Iscriviti e ricevi coupon di benvenuto con codice sconto!",,Luxury online jewelry - Fecarotta jewelry,"Fecarotta Gioielli is an official retailer of renowned brands such as Bvlgari, Gucci and many others. Sign up and receive welcome coupons with discount code!",Luxury online jewelry - Fecarotta jewelry,"Fecarotta Gioielli is an official retailer of renowned brands such as Bvlgari, Gucci and many others. Sign up and receive welcome coupons with discount code!"
EMILIO LOPEZ ALVARINO SL,ES,Espagne,LUGO,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Venta al por menor de ropa,principlamente ropa juvenil y complementos.",,www.korner.es,1,0,1,6,5,7,YES,NO,NO,,Comprar ropa online de marca a los mejores precios - Korner,Comprar ropa online de marca a los mejores precios. Envios en 24-48 H. Las mejores marcas al mejor precio.,"Korner,Comprar ropa online de marca,Comprar ropa online,Tienda online ropa,Tienda online ropa marca,marcas de ropa",,,,Buy branded brand clothes at the best prices - Korner,Buy online brand clothes at the best prices. Shipping in 24-48 H. The best brands at the best price.,,
BLONDI GIOIELLI S.P.A.,IT,Italie,MODENA,VIA EMILIA 88,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"An Italy based enterprise engaged in the wholesale of jewelry, watches, precious stones, and precious metals",Wholesale; Services,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,"An Italy based enterprise engaged in the wholesale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.blondi.it,0,0,0,6,4,7,YES,NO,NO,blondi.it,Gioielleria Online  | Blondi 1897,"Blondi Gioielli è la storica gioielleria di Modena, dal 1897. Oggi puoi anche acquistare i nostri gioielli online: sfoglia il catalogo e scopri le offerte!","Gioielleria Modena, gioielleria online",Gioielleria Online  | Blondi 1897,"Blondi Gioielli è la storica gioielleria di Modena, dal 1897. Oggi puoi anche acquistare i nostri gioielli online: sfoglia il catalogo e scopri le offerte!","Gioielleria Modena, gioielleria online",Online jewelry | Blondi 1897,"Blondi jewelry is the historic Modena jewelry, since 1897. Today you can also buy our jewels online: browse the catalog and discover the offers!",Online jewelry | Blondi 1897,"Blondi jewelry is the historic Modena jewelry, since 1897. Today you can also buy our jewels online: browse the catalog and discover the offers!"
E. CANALI SRL,IT,Italie,MONZA,VIA ITALIA 44,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OGGETTI PREZIOSI,,www.gioielleriacanali.it,1,1,1,6,6,7,YES,NO,NO,,Gioielleria Canali,,,,,,Canal jewelry,,,
MININ S.R.L.,IT,Italie,PORPETTO,VIA UDINE 107,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail of clothing and accessories and other related products,Retail,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,Engaged in the retail of clothing and accessories and other related products [source: Bureau van Dijk],www.minin.it,0,0,0,5,4,6,YES,NO,YES,,MININ ABBIGLIAMENTO - Minin Abbigliamento sempre di moda .,"Negozio di abbigliamento in provincia di Udine troverai, abbigliamento donna, uomo, bambino, arredo casa, reparto intimo e servizio sartoria.",,,,,Minin Clothing - Minin always fashionable clothing.,"Clothing store in the province of Udine you will find, women's clothing, men, child, home furnishings, intimate ward and tailoring service.",,
"TRGOS, PODJETJE ZA PROIZVODNJO, RACUNOVODSKE STORITVE, TRGOVINO, GOSTINSTVO IN TURIZEM, D.O.O., BLED",SI,Slovénie,BLED,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,,www.trgos.si,1,1,0,5,6,4,YES,NO,NO,,Osebna varovalna oprema - Trgos katalogi,Trgos | Varovalna oprema | Širok izbor certificiranih izdelkov varovalne opreme. Prenesi katalog,,,,,Personal Protective Equipment - Trgs Catalogs,Trgs | Protective equipment A wide selection of certified products of protective equipment. Download the catalog,,
TORREGROSSA SOCIETA' A RESPONSABILITA' LIMITATA,IT,Italie,PALERMO,VIA DELLA LIBERTA' 3/5,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the management and operation of clothing stores,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the management and operation of clothing stores [source: Bureau van Dijk],www.torregrossaboutique.com,1,0,0,5,5,5,YES,NO,NO,www.bizweek.it/index.php/it/ads/57d6be589313b/Abbigliamento/Torregrossa,,,,BizWeek | L'elenco Multimediale delle attività,BizWeek è l'elenco multimediale.  L'elenco completo delle attività online,,,,Bizweek | The multimedia list of activities,Bizweek is the multimedia list.  The complete list of online activities
SANDVIK SKO AS,NO,Norvège,GAUPNE,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the management and operation of shoe stores,Retail,"SALG AV SKOTØY MED NATURLIG TILBEHØR, SAMT ALT HVA HERMED STÅR I FORBINDELSE, HERUNDER Å DELTA I ANDRE SELSKAP.",Engaged in the management and operation of shoe stores [source: Bureau van Dijk],,0,0,0,5,4,5,YES,NO,NO,,,,,,,,,,,
KARI AUKIA OY,FI,Finlande,VAASA,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing,Retail,"Yhtiön toimialana on vaatteiden ja tekstiilien vähittäiskauppa. Yhtiö voi myös ostaa, myydä, vuokrata ja hallita kiinteistöjä ja osakehuoneistoja sekä harjoittaa arvopaperikauppaa.","Yhtion toimialana on vaatteiden ja tekstiilien vahittaiskauppa. Yhtio voi myos ostaa, myyda, vuokrata ja hallita kiinteistoja ja osakehuoneistoja seka harjoittaa arvopaperikauppaa.",www.aukia.fi,0,0,0,6,5,8,YES,NO,YES,,Vaatteet netistä suomalaisesta vaatekaupasta - Nettivaatekauppa Aukia,Vaatteet netistä ja kolmesta vaatemyymälästä. Tilaa vaatteita helposti suomalaisesta muodin verkkokaupasta. Ilmaiset toimitukset Suomessa.,,,,,Clothes online from Finnish clothing store - online clothing store open,Clothes online and three clothing stores. Easily order clothes from a Finnish fashion online store. Free deliveries in Finland.,,
STAR ALLIANCE EOOD,BG,Bulgarie,SOFIA,UL. VLADAYSKA REKA 8,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,,,www.tendenzstore.com,1,0,0,5,6,7,YES,NO,NO,,Дамски и мъжки обувки и чанти | TendenZ® обувки и чанти,Дамски и мъжки обувки и чанти! Елегантни и ежедневни обувки и чанти. Обувки от естествена кожа. Нови модели в онлайн магазин за обувки и чанти TendenZ!,"дамски обувки, мъжки обувки, дамски,чанти, мъжки чанти, обувки, български обувки, обувки нова колекция, боти, ботуши, спортни обувки, боти и ботуши, ниски цени, цени обувки, онлайн, дамски колани, чанти, дамски чанти, елегантни дамски чанти, ежедневни чанти, мъжки чанти, портфейли, елегантни обувки, ежедневни обувки, дамски ботуши, дамски боти, мъжки боти, летни ботуши, обувки платформа, апрески, елегантни ботуши, зимни обувки, чанти онлайн, дамски сандали, сандали на платформа, сандали, чехли, джапанки, естествена кожа,еко кожа, обувки онлайн, obuvki, obuvki online, damski obuvki, ниски цени, цена, магазин за обувки, tendenz,  тенденз",,,,Ladies and men's shoes and bags Tendenz® shoes and bags,Ladies and men's shoes and bags! Elegant and casual shoes and bags. Genuine leather shoes. New models in the online shoe and bags of Tendenz bags!,,
"FATIMA MENDES, S.A.",PT,Portugal,GUIMARAES,,4771,Commerce de détail d'habillement en magasin spécialisé,Operates as a family clothing store,Retail,"Importação e venda de artigos de vestuário, calçado, acessórios, bijuterias, bolsas, bagagem, marroquinaria de senhora, homem e criança, bem como artigos de decoração",Operates as a family clothing store [source: Bureau van Dijk],www.fatimamendes.com,0,0,0,5,5,5,YES,NO,NO,,Fátima Mendes,Descrição do site,"Lista de palavras chave separadas por ,",,,,Fátima Mendes,Site Description,,
BRAVI S.P.A.,IT,Italie,CONEGLIANO,VIA ALESSANDRO VOLTA 16,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of garments for adults in Italy,Retail,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,Engaged in the retail trade of garments for adults in Italy [source: Bureau van Dijk],www.bravispa.it,0,0,0,5,4,6,YES,NO,NO,braviconegliano.it,"Abbigliamento Donna, Uomo, Bambino e Sport dei migliori Brand  | Bravi Conegliano","Acquista online abbigliamento Donna, Uomo, Bambino e Sport dei migliori Brand - Scopri il nostro Store a Conegliano, Treviso.",Abbigliamento,"Abbigliamento Donna, Uomo, Bambino e Sport dei migliori Brand  | Bravi Conegliano","Acquista online abbigliamento Donna, Uomo, Bambino e Sport dei migliori Brand - Scopri il nostro Store a Conegliano, Treviso.",Abbigliamento,"Women's clothing, man, child and sport of the best brands | Bravi Conegliano","Buy online clothing, man, child and sport of the best brands - Discover our store in Conegliano, Treviso.","Women's clothing, man, child and sport of the best brands | Bravi Conegliano","Buy online clothing, man, child and sport of the best brands - Discover our store in Conegliano, Treviso."
FALETTI MULTISTORE S.R.L.,IT,Italie,DARFO BOARIO TERME,CORSO ROBERTO ENEA LEPETIT 15,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of clothing apparels,Retail,"COMMERCIO AL DETTAGLIO DI BIANCHERIA PERSONALE, MAGLIERIA, CAMICIE",Engaged in the retail trade of clothing apparels [source: Bureau van Dijk],www.falettimultistore.it,0,0,0,5,4,5,YES,NO,YES,,403 Forbidden,,,,,,403 Forbidden,,,
GINEVRA CALZATURE S.R.L.,IT,Italie,ACQUALAGNA,VIA CASE NUOVE 25/D,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CALZATURE E ACCESSORI,,www.calzatureginevra.com,0,0,0,5,5,5,YES,NO,NO,calzatureginevra.it,,,,Ginevra Calzature - Nuovo mood. Stessa anima,"Proponiamo un vastissimo catalogo di scarpe, borse ed accessori. Con Ginevra Calzature il risparmio è garantito: prodotti scontati almeno il 40% rispetto al prezzo di retail",Ginevra calzature,,,Geneva Calzature - New mood. Same soul,"We offer a vast catalog of shoes, bags and accessories. With Geneva footwear, savings are guaranteed: discounted products at least 40% compared to the retail price"
TRADIZIONE MODA S.R.L.,IT,Italie,PAESE,VIA GIUSEPPE DI VITTORIO 2,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the manufacture and distribution of clothing and other related products,Manufacturing; Wholesale,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the manufacture and distribution of clothing and other related products [source: Bureau van Dijk],,0,0,1,5,4,6,YES,NO,NO,,,,,,,,,,,
MAZZUCCHELLI CALZATURE SRL,IT,Italie,BESNATE,VIA TOMASETTO 2,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail sale of footwear products,Retail,COMMERCIO AL DETTAGLIO DI CALZATURE E ACCESSORI,Engaged in the retail sale of footwear products [source: Bureau van Dijk],www.mazzucchellicalzature.it,0,0,0,5,5,7,YES,YES,,,Mazzucchelli Calzature,"Tutte le scarpe che avete in mente, da noi ci sono.","scarpe, shoes, negozio, calzature",,,,Mazzucchelli footwear,"All the shoes you have in mind, there are.",,
IDEME,FR,France,THOUARS,,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the wholesale trade of apparel, accessories and other textile products",Wholesale,Le fonds de commerce de vente de prêt-à-porter féminin,"Engaged in the wholesale trade of apparel, accessories and other textile products [source: Bureau van Dijk]",www.patrice-breal.fr,0,0,0,5,5,6,YES,YES,,,,,,,,,,,,
DOF,RU,Fédération de Russie,BUINAKSK,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,,,0,1,2,5,5,7,YES,NO,NO,,,,,,,,,,,
PAWO - MEN SP. Z O.O. SP.K.,PL,Pologne,PABIANICE,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the manufacture of men's and boys' trousers and slacks; men's and boys' suits,Manufacturing,,Engaged in the manufacture of men's and boys' trousers and slacks; men's and boys' suits [source: Bureau van Dijk],www.pawo.pl,0,-1,0,5,5,9,YES,YES,,,PAWO: Moda męska: sklep z odzieżą męską online - sklep z garniturami,"Stwórz wizerunek nowoczesnego mężczyzny z marką Pawo - synonimem dobrego stylu i elegancji. Stawiamy na odzież biznesową, smart casual, jak i okazjonalną, w tym garnitury ślubne.",,,,,Pawo: Men's fashion: Online Men's Clothing Shop - Gotle Store,"Create the image of a modern man with the Pawo brand - synonymous with good style and elegance. We focus on business clothing, smart casual, as well as occasional, including wedding suits.",,
